step,igd
133,1.2050151037437535
266,1.096094626393239
666,0.9993350874399575
1333,0.8332060055144691
2666,0.7408487842215012
9333,0.37652502601662513
16000,0.3022415754224811
22666,0.2697710912299108
29333,0.253916292116738
36000,0.24083253906831445
42666,0.23177263346227087
49333,0.21989625195810814
56000,0.20996598771214503
62666,0.2026769819040597
69333,0.19299977861574896
76000,0.19169817020258756
82666,0.1885710811508009
89333,0.17870789339296297
96000,0.172202586237027
102666,0.17089399379333706
109333,0.16821288073463098
116000,0.1634291180511805
122666,0.16074038876331684
129333,0.16045570499181633
136000,0.15842302167753966
142666,0.153338076052991
149333,0.1501591076527372
150300,0.1505752145165041
