step,hv,diffToOptimal
133,0.9377717415097789,0.02364418286267389
266,0.9405546802783799,0.020861244094072973
666,0.9462036996563,0.0152122247161528
1333,0.956816994818407,0.004598929554045839
2666,0.9605848336304205,0.0008310907420323588
9333,0.9617698158896508,0.0003538915171980017
16000,0.9618649157578913,0.0004489913854385241
22666,0.9618828309295596,0.0004669065571067943
29333,0.961893941622795,0.00047801725034213316
36000,0.9618966731325448,0.00048074876009196466
42666,0.9619007071336759,0.0004847827612231015
49333,0.961908467619486,0.0004925432470331836
56000,0.9619102702827526,0.0004943459102997316
62666,0.9619089731459063,0.0004930487734534639
69333,0.9619027163623006,0.00048679198984780125
76000,0.9619060084417422,0.0004900840692894093
82666,0.9619060046123065,0.0004900802398536408
89333,0.9619066517311118,0.00049072735865896
96000,0.9619087516707596,0.0004928272983067972
102666,0.9619029142519205,0.0004869898794677141
109333,0.9619069770481123,0.0004910526756595202
116000,0.9619077119365611,0.0004917875641082814
122666,0.961907514321911,0.0004915899494581932
129333,0.9619108979553382,0.0004949735828854163
136000,0.9619099809914595,0.0004940566190066997
142666,0.9619119546323112,0.0004960302598583377
149333,0.9619144461872708,0.0004985218148180204
156000,0.9619046423307986,0.000488717958345819
156000,0.9619046423307986,0.000488717958345819
