step,hv,diffToOptimal
133,0.9440551381182986,0.053244349783092004
266,0.9495676393310778,0.04773184857031276
666,0.9674225925400374,0.029876895361353184
1333,0.9840954866387674,0.01320400126262311
2666,0.9929667753200809,0.004332712581309628
9333,0.9968225031870982,0.0004769847142923611
16000,0.9969332217229623,0.00036626617842827613
22666,0.9969533191032482,0.00034616879814231005
29333,0.9969597010933334,0.0003397868080571298
36000,0.996973381275078,0.00032610662631260556
42666,0.9969796800204379,0.00031980788095264945
49333,0.9969856388466806,0.00031384905470999147
56000,0.9969915465000794,0.00030794140131118475
62666,0.9970053127716286,0.00029417512976193105
69333,0.9970078811248503,0.00029160677654027634
76000,0.9970148941700465,0.00028459373134404053
82666,0.9970177942824169,0.0002816936189736774
89333,0.9970263578573824,0.0002731300440081963
96000,0.9970475284845505,0.00025195941684008627
102666,0.9970523417131728,0.0002471461882177506
109333,0.9970544266863912,0.0002450612149993425
116000,0.9970565395213955,0.00024294837999505603
122666,0.9970673742357444,0.00023211366564612756
129333,0.9970949834584126,0.00020450444297792636
136000,0.9971017372440449,0.00019775065734561892
142666,0.9971059928598404,0.0001934950415501957
149333,0.9971075730816198,0.00019191481977076652
156000,0.9971106889178676,0.0001887989835229753
156000,0.9971106889178676,0.0001887989835229753
