step,hv,diffToOptimal
133,0.4161245550575297,0.0756452751356953
266,0.4272897375449253,0.06448009264829974
666,0.4445534148434759,0.04721641534974913
1333,0.4545922895730924,0.03717754062013262
2666,0.4717520781185064,0.02001775207471862
9333,0.4888040672837888,0.0029657629094362314
16000,0.490597159131456,0.0011726710617689928
22666,0.4909234834071071,0.0008463467861178908
29333,0.4910548303642223,0.0007149998290026938
36000,0.49109745129516635,0.0006723788980586565
42666,0.4911450102331789,0.0006248199600460969
49333,0.49115888349518155,0.0006109466980434575
56000,0.491176518488916,0.0005933117043089853
62666,0.49118221851512944,0.0005876116780955676
69333,0.4912096113473202,0.0005602188459047919
76000,0.49122290508819133,0.0005469251050336799
82666,0.49122749393521953,0.0005423362580054825
89333,0.4912333940227714,0.0005364361704536247
96000,0.49124202783105375,0.0005278023621712591
102666,0.491245694264597,0.000524135928627989
109333,0.4912520421334333,0.0005177880597916906
116000,0.4912565826694309,0.0005132475237941136
122666,0.4912625320200584,0.0005072981731666371
129333,0.4912692123873507,0.0005006178058742927
136000,0.49127418416550833,0.0004956460277166785
142666,0.4913019244642316,0.0004679057289934119
149333,0.4913519934790693,0.0004178367141556838
150300,0.49135297692786684,0.0004168532653581747
