step,igd
133,1.785231050965841
266,1.5408248288740503
666,1.4620631134031379
1333,1.1677384019248214
2666,0.9755633878724413
9333,0.8569074850481353
16000,0.7701921078905147
22666,0.747282861546239
29333,0.7160971983424927
36000,0.69720998519621
42666,0.6797561974503794
49333,0.6710928296881957
56000,0.6491739237068773
62666,0.6430085560341904
69333,0.6279391764766107
76000,0.6120258549026885
82666,0.6043056619393856
89333,0.601833933563732
96000,0.5876907627544119
102666,0.5854793137870089
109333,0.5771146566279813
116000,0.5558778057372308
122666,0.5557126018755292
129333,0.5467573395715215
136000,0.537201324359994
142666,0.5183975508336627
149333,0.505469846094719
150300,0.5057260894212955
