step,igd
133,0.23995171671882842
266,0.21396504162646454
666,0.16797947686359416
1333,0.11964798837399686
2666,0.08075036595130573
9333,0.03572655938012743
16000,0.02764783062015874
22666,0.023761669901767937
29333,0.020872169701778256
36000,0.01760336925936641
42666,0.016876329035569664
49333,0.017016768299692276
56000,0.015275581867003563
62666,0.014541107060699771
69333,0.014112148570301122
76000,0.014119708449401532
82666,0.01346671576043669
89333,0.012353723382768885
96000,0.013379780770617968
102666,0.012298112545101682
109333,0.011792997988975167
116000,0.012367498914368596
122666,0.012578141790619944
129333,0.012206216921518409
136000,0.011133219400717828
142666,0.010861112928376312
149333,0.010706823043328421
156000,0.010742221286692649
156000,0.010742221286692649
