step,hv,diffToOptimal
133,0.48687328106579403,0.009780559360928198
266,0.48835757793969276,0.008296262487029471
666,0.49025866718117517,0.006395173245547059
1333,0.4938504233489833,0.002803417077738901
2666,0.4956835201385922,0.0009703202881300443
9333,0.4965994006418702,5.4439784852033934e-05
16000,0.4966756584200986,2.18179933763607e-05
22666,0.4966833062933649,2.9465866642652827e-05
29333,0.49668794399045924,3.410356373700907e-05
36000,0.4966922074858539,3.8367059131683146e-05
42666,0.4966941821239322,4.034169720995573e-05
49333,0.4966949306899728,4.109026325055387e-05
56000,0.49669618555897427,4.234513225204184e-05
62666,0.4966971321223686,4.3291695646374695e-05
69333,0.49669783081542873,4.399038870650518e-05
76000,0.49669822763110133,4.438720437910382e-05
82666,0.4966983364204804,4.44959937581646e-05
89333,0.49669820768646333,4.436725974110711e-05
96000,0.496697668476262,4.38280495397847e-05
102666,0.4966980721373798,4.4231710657594014e-05
109333,0.49669894612306237,4.510569634014194e-05
116000,0.49669897169047716,4.513126375493837e-05
122666,0.4966991597876974,4.53193609751823e-05
129333,0.4966996333449473,4.579291822509601e-05
136000,0.4966996769727831,4.58365460608845e-05
142666,0.49670051705107904,4.667662435681175e-05
149333,0.4967005344150232,4.669398830098315e-05
156000,0.49670030798002884,4.6467553306617226e-05
156000,0.49670030798002884,4.6467553306617226e-05
