step,hv,diffToOptimal
133,0.42138843727270636,0.068024781135189
266,0.42518746946727887,0.0642257489406165
666,0.44892744122483996,0.040485777183055405
1333,0.4546658683440807,0.034747350063814686
2666,0.4655690499644635,0.023844168443431846
9333,0.4838019228964858,0.005611295511409542
16000,0.48553402591266975,0.003879192495225614
22666,0.48648448306736064,0.002928735340534727
29333,0.48660527146177535,0.0028079469461200213
36000,0.48702976553279087,0.002383452875104497
42666,0.48710737210874083,0.0023058462991545348
49333,0.4871572403766871,0.00225597803120825
56000,0.48720384636876884,0.0022093720391265226
62666,0.4873133332373602,0.002099885170535165
69333,0.4873398315057599,0.002073386902135488
76000,0.4873842108793813,0.002029007528514093
82666,0.4874207082556706,0.0019925101522247912
89333,0.48747650720887026,0.0019367111990251096
96000,0.48755677094047417,0.0018564474674211962
102666,0.4875762333259673,0.0018369850819280886
109333,0.4876037885404648,0.0018094298674305453
116000,0.48770452118820323,0.0017086972196921346
122666,0.4877324651881497,0.0016807532197456454
129333,0.487764182459189,0.0016490359487063566
136000,0.4877789280199619,0.0016342903879334458
142666,0.487804972824301,0.0016082455835943477
149333,0.48782768353207673,0.0015855348758186394
150300,0.4878313687360794,0.0015818496718159603
