step,hv,diffToOptimal
133,0.8524431218606078,0.10679656016318329
266,0.8706618251414052,0.08857785688238584
666,0.8902518346579728,0.06898784736581831
1333,0.9082320989462744,0.05100758307751663
2666,0.9227265139799276,0.03651316804386351
9333,0.9415053986507094,0.017734283373081694
16000,0.9480118797422741,0.011227802281516985
22666,0.9519654023579168,0.007274279665874239
29333,0.9534304150375865,0.005809266986204542
36000,0.9546638233251766,0.004575858698614432
42666,0.9556226765739644,0.0036170054498266824
49333,0.9573113319288493,0.0019283500949417443
56000,0.959418094581431,0.0001784125576399509
62666,0.9595225197513145,0.00028283772752346614
69333,0.9595848861455827,0.0003452041217916202
76000,0.9595441342050031,0.00030445218121200046
82666,0.9596203383450953,0.0003806563213042402
89333,0.9596239640879906,0.0003842820641994926
96000,0.9596271762783253,0.00038749425453421527
102666,0.9596381914773794,0.0003985094535883249
109333,0.9596353074471738,0.00039562542338278384
116000,0.9596418873175289,0.0004022052937378007
122666,0.9596438987976067,0.0004042167738156355
129333,0.9596467564326692,0.0004070744088781053
136000,0.9596385362934955,0.0003988542697044295
142666,0.9596409531690356,0.00040127114524457497
149333,0.9596454016092061,0.00040571958541502084
150300,0.9596483254144255,0.00040864339063440003
