step,igd
133,1.8700357087954296
266,1.6110016590491592
666,1.4968158092070596
1333,1.3737454984723785
2666,1.1598843559946246
9333,0.9930144761205077
16000,0.8496133975536634
22666,0.8331032385057061
29333,0.8087585436551501
36000,0.7809269341245282
42666,0.7689175730748831
49333,0.7548617647783813
56000,0.7444850967525999
62666,0.7257199194779633
69333,0.7055556687737362
76000,0.7006179041076106
82666,0.6952649377370638
89333,0.6908164205834588
96000,0.6885963294781966
102666,0.6830042835302165
109333,0.6737447640064093
116000,0.6679190555262376
122666,0.6622704502792831
129333,0.6524610554209898
136000,0.6435276157038993
142666,0.6284956355055717
149333,0.6313876563975758
150300,0.630714701689202
