step,igd
133,0.43765884774128827
266,0.35283491224045277
666,0.30795321635821143
1333,0.27495587007192934
2666,0.19679606042888684
9333,0.11137782816518998
16000,0.08837569095709248
22666,0.07789791270375143
29333,0.06718731612805309
36000,0.06028384048772244
42666,0.052773317222589745
49333,0.04366722622588397
56000,0.03994050119692921
62666,0.03839538614788073
69333,0.033180904329390845
76000,0.030269458582129257
82666,0.02874801828830618
89333,0.027588329601318483
96000,0.02698146084322001
102666,0.024362313512926934
109333,0.02328611736393695
116000,0.023158086640711176
122666,0.022904679479819102
129333,0.02211272120296799
136000,0.021265983866389147
142666,0.019828405420393123
149333,0.01972665894714946
156000,0.018950829699318418
156000,0.018950829699318418
