step,hv,diffToOptimal
133,0.49242322622986257,0.005373928951631746
266,0.49364996601879846,0.004147189162695852
666,0.49445557062186857,0.003341584559625743
1333,0.4967801061379727,0.0010170490435216228
2666,0.49752678995049315,0.0002703652310011573
9333,0.4977430195420134,5.413563948092337e-05
16000,0.49776681756256547,3.0337618928844012e-05
22666,0.49777633177906777,2.0823402426539683e-05
29333,0.49778838189726854,8.773284225771505e-06
36000,0.49779411680366853,3.0383778257814242e-06
42666,0.4978005848754797,3.4296939853684094e-06
49333,0.49780476873124574,7.613549751428472e-06
56000,0.4978063839340564,9.228752562095988e-06
62666,0.49780866350454367,1.1508323049358449e-05
69333,0.4978125484533157,1.53932718213734e-05
76000,0.497814195320347,1.7040138852675302e-05
82666,0.4978155385683982,1.8383386903908505e-05
89333,0.4978162992982953,1.9144116800984268e-05
96000,0.49781655904608574,1.94038645914274e-05
102666,0.4978178056376402,2.0650456145909768e-05
109333,0.4978190798499415,2.1924668447192985e-05
116000,0.4978193051565975,2.214997510319172e-05
122666,0.4978194537410226,2.229855952828874e-05
129333,0.4978197253772689,2.2570195774562762e-05
136000,0.49782040281744133,2.3247635947021283e-05
142666,0.4978206121829043,2.3457001409987743e-05
149333,0.49782097881243675,2.382363094244333e-05
156000,0.4978212407970491,2.4085615554780837e-05
156000,0.4978212407970491,2.4085615554780837e-05
