x0,x1,x2,f1,f2
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.3332228118782228,0.8418884917283618,-0.0003006624763180338,0.3332341782306384,0.42401318277724553
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.3332228118782228,0.8418884917283618,-0.0003006624763180338,0.3332341782306384,0.42401318277724553
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.30895218668043906,0.9983988587352177,0.44221338657151554,0.308955846659719,0.4441657253019699
0.5797817120553825,0.45227800107712524,0.9982095831004745,0.5797821164474404,0.2388228488735691
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.5733636080355552,0.32651425636927484,0.9839952599269987,0.573368735957009,0.2428089480398064
0.5797817120553825,0.45227800107712524,0.9982095831004745,0.5797821164474404,0.2388228488735691
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.5797817120553825,0.45227800107712524,0.9982095831004745,0.5797821164474404,0.2388228488735691
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.3054382086578648,0.999998802120245,0.5022379333907465,0.30543841804591726,0.4473353560662495
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.5797817120553825,0.45227800107712524,0.9982095831004745,0.5797821164474404,0.2388228488735691
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.3054382086578648,0.999998802120245,0.5022379333907465,0.30543841804591726,0.4473353560662495
0.3133750315810016,0.9874197522637945,0.365846642967738,0.31337981798571046,0.44020693819506673
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.5733636080355552,0.32651425636927484,0.9839952599269987,0.573368735957009,0.2428089480398064
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.43812955482432714,-0.8115333499286639,-0.9213509505302823,0.43813818767269985,0.3383289716305055
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.3133750315810016,0.9874197522637945,0.365846642967738,0.31337981798571046,0.44020693819506673
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.004394564320626067,0.822563218117143,-0.08344493173199406,0.004395555682035212,0.9337100308139619
0.002877340681173863,0.8373149564738598,-0.05018254804147343,0.0029097815408444193,0.9463593714532426
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.43812955482432714,-0.8115333499286639,-0.9213509505302823,0.43813818767269985,0.3383289716305055
0.3054382086578648,0.999998802120245,0.5022379333907465,0.30543841804591726,0.4473353560662495
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.30895218668043906,0.9983988587352177,0.44221338657151554,0.308955846659719,0.4441657253019699
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.000101427886107959,0.8329899866198137,-0.002554917877755969,0.00010225490867792236,0.9919868420432867
0.3133750315810016,0.9874197522637945,0.365846642967738,0.31337981798571046,0.44020693819506673
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.31990516534862645,0.9643157676732256,0.2513976984899422,0.31990707354299824,0.434399312652976
0.004394564320626067,0.822563218117143,-0.08344493173199406,0.004395555682035212,0.9337100308139619
0.002877340681173863,0.8373149564738598,-0.05018254804147343,0.0029097815408444193,0.9463593714532426
0.5683294851432676,0.23812255800685456,0.9646446775014956,0.5683677004718319,0.24612392555868312
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.43812955482432714,-0.8115333499286639,-0.9213509505302823,0.43813818767269985,0.3383289716305055
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.000101427886107959,0.8329899866198137,-0.002554917877755969,0.00010225490867792236,0.9919868420432867
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.31990516534862645,0.9643157676732256,0.2513976984899422,0.31990707354299824,0.434399312652976
0.18114223719774586,-0.7004583850274848,0.27045198465534326,0.18114410780297122,0.5743948699794306
0.18982628690629036,-0.5774606489073509,0.43178559106765213,0.1899872573540159,0.5643424031279434
0.004394564320626067,0.822563218117143,-0.08344493173199406,0.004395555682035212,0.9337100308139619
0.002877340681173863,0.8373149564738598,-0.05018254804147343,0.0029097815408444193,0.9463593714532426
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.43812955482432714,-0.8115333499286639,-0.9213509505302823,0.43813818767269985,0.3383289716305055
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.31990516534862645,0.9643157676732256,0.2513976984899422,0.31990707354299824,0.434399312652976
0.18114223719774586,-0.7004583850274848,0.27045198465534326,0.18114410780297122,0.5743948699794306
0.3332228118782228,0.8418884917283618,-0.0003006624763180338,0.3332341782306384,0.42401318277724553
0.004394564320626067,0.822563218117143,-0.08344493173199406,0.004395555682035212,0.9337100308139619
0.18541685111278772,-0.6327648184090874,0.35337536720288293,0.185522122564223,0.5694884478397959
0.000101427886107959,0.8329899866198137,-0.002554917877755969,0.00010225490867792236,0.9919868420432867
0.002877340681173863,0.8373149564738598,-0.05018254804147343,0.0029097815408444193,0.9463593714532426
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.43812955482432714,-0.8115333499286639,-0.9213509505302823,0.43813818767269985,0.3383289716305055
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.18114223719774586,-0.7004583850274848,0.27045198465534326,0.18114410780297122,0.5743948699794306
0.3332228118782228,0.8418884917283618,-0.0003006624763180338,0.3332341782306384,0.42401318277724553
0.006358079326859192,0.7989991159488621,-0.11991029056120417,0.006358324344173071,0.9202645733809719
0.18541685111278772,-0.6327648184090874,0.35337536720288293,0.185522122564223,0.5694884478397959
0.5799978498072285,0.45227800107712524,0.9982095831004745,0.5799979185538473,0.23854203902606153
1.036588349878631e-13,0.8651317147215587,0.0002561561524178635,1.3123205450386576e-07,1.0000012753993572
0.002877340681173863,0.8373149564738598,-0.05018254804147343,0.0029097815408444193,0.9463593714532426
0.42978271160719983,-0.6976856374758764,-0.9703864354210794,0.42978396873391783,0.3444236714435994
0.43812955482432714,-0.8115333499286639,-0.9213509505302823,0.43813818767269985,0.3383289716305055
0.09667232043775144,-0.6975866195929732,-0.967909504635876,0.09667315803841565,0.6890875424160405
0.5616517645984102,0.11536211252777484,0.915671888972363,0.5616595354055652,0.25056669485343097
0.4329676852496703,-0.7403635000642012,-0.956387806474421,0.43298847434075904,0.34200403091221404
0.10271303497436453,-0.7798250975788193,-0.944904961735995,0.10295012718193691,0.6795350296385492
0.1087569317651361,-0.8431073531455191,-0.886425600801003,0.10875865267630402,0.6702168676617677
0.32347149101119754,0.9422556090808284,0.17460091985274856,0.323680456457715,0.43125763932499794
0.18114223719774586,-0.7004583850274848,0.27045198465534326,0.18114410780297122,0.5743948699794306
0.3332228118782228,0.8418884917283618,-0.0003006624763180338,0.3332341782306384,0.42401318277724553
