x0,x1,f1,f2
0.9999999999722687,-1.1806356419510832e-05,0.9999999999722687,5.5112549269046943e-08
0.0,-1.1652956633211612e-05,0.0,1.0000001073523812
0.3470794836896276,-1.1851011590431321e-05,0.3470794836896276,0.4108655574484322
0.7012905649248636,-6.509841729253178e-05,0.7012905649248636,0.16257101602787713
0.8008646986540977,-2.1032199792673282e-05,0.8008646986540977,0.10508975153614954
0.3705350134897135,-6.558112661906469e-05,0.3705350134897135,0.3912864927369511
0.8303793770374172,-6.510346668543893e-05,0.8303793770374172,0.08875027976026886
0.0216723878859697,-2.8778129884963304e-05,0.0216723878859697,0.8527851593683359
0.10193048983204306,-1.8803931545037153e-05,0.10193048983204306,0.6807346873942369
0.1969951646872392,-1.1708883237878332e-05,0.1969951646872392,0.5561587109935954
0.7287380133008803,-5.901806004770101e-06,0.7287380133008803,0.1463384825622975
0.9148230500877137,-6.316002045349189e-05,0.9148230500877137,0.043537819702236545
0.7459618629933202,-6.583969341423824e-05,0.7459618629933202,0.13631110944837888
0.030166520384101336,-2.47444744281605e-05,0.030166520384101336,0.8263153235318863
0.9559336044914579,-1.1907499835709875e-05,0.9559336044914579,0.022281486084278556
0.17615341796939396,-1.160328000567265e-05,0.17615341796939396,0.5802937367959384
0.15990137335308374,-5.566591523569847e-05,0.15990137335308374,0.6001252622478228
0.8950366196761331,-8.913171517545291e-06,0.8950366196761331,0.053936282773492286
0.7631503242418377,0.000644570721406642,0.7631503242418377,0.1266002460866664
0.31803622930004033,-6.51210616715668e-05,0.31803622930004033,0.43605539795832987
0.01239870624571704,-1.609140218221023e-05,0.01239870624571704,0.8886507153306957
0.11409587977806157,0.000644570721406642,0.11409587977806157,0.6624921719384471
0.6851373367409227,0.000644570721406642,0.6851373367409227,0.17246229926087006
0.04948394594167399,-1.153912465822153e-05,0.04948394594167399,0.7775502206831244
0.09302591202388787,-2.4373918432354195e-05,0.09302591202388787,0.6949989029250523
0.008943864594972373,-6.558112661906469e-05,0.008943864594972373,0.9054312319039155
0.14711999396114134,-1.2603046521137438e-05,0.14711999396114134,0.6164378588724369
0.9795167406275118,-6.583969341423824e-05,0.9795167406275118,0.010296350424149248
0.2112031931364985,-2.1025497425834893e-05,0.2112031931364985,0.540431783385352
0.12785898776162435,-2.47444744281605e-05,0.12785898776162435,0.6424266460136308
0.30576096520985135,-0.00016675650420933778,0.30576096520985135,0.4470593386655643
0.27552255859032154,-6.510346668543893e-05,0.27552255859032154,0.47510004368854203
0.535670768665502,-6.41868704400436e-05,0.535670768665502,0.2681067388723122
0.23048333849607833,-5.3523582505369246e-05,0.23048333849607833,0.5199149180649281
0.6418974303444815,-1.6834547145788642e-05,0.6418974303444815,0.1988151179959041
