step,hv,diffToOptimal
133,0.4812395044242939,0.014552583792429019
266,0.4825462146644476,0.013245873552275356
666,0.48804947066742804,0.0077426175492948945
1333,0.49167896798004357,0.0041131202366793684
2666,0.49535901431189233,0.00043307390483060537
9333,0.49568804187099685,0.00010404634572608318
16000,0.49571951510250334,7.257311421959844e-05
22666,0.49574925502812334,4.283318859960028e-05
29333,0.49576472476319744,2.7363453525497405e-05
36000,0.4957771043937864,1.4983822936520674e-05
42666,0.4957926192239058,5.310071828357188e-07
49333,0.4957993234774189,7.235260695959145e-06
56000,0.4958016689955483,9.580778825346581e-06
62666,0.495806345735109,1.4257518386073809e-05
69333,0.49580832647756473,1.623826084179436e-05
76000,0.49580929515777067,1.7206941047731572e-05
82666,0.49581025723842703,1.816902170409529e-05
89333,0.4958109783305843,1.8890113861358415e-05
96000,0.49581200019734933,1.9911980626396986e-05
102666,0.4958124293398094,2.034112308646474e-05
109333,0.49581271289395373,2.0624677230796085e-05
116000,0.49581335964349227,2.127142676933147e-05
122666,0.4958135002704849,2.1412053761937777e-05
129333,0.4958137848438519,2.1696627128975354e-05
136000,0.49581392227720245,2.1834060479508643e-05
142666,0.49581402450609413,2.193628937119385e-05
149333,0.49581423838195043,2.215016522749691e-05
155700,0.4958142631171972,2.2174900474236647e-05
