step,igd
133,0.4666319168467046
266,0.4589083163829107
666,0.3651187896093691
1333,0.29314508064514055
2666,0.1919409189284808
9333,0.13867625255726945
16000,0.12541769146517734
22666,0.09555559226977449
29333,0.07594537467268911
36000,0.06996203243489398
42666,0.05925472008613891
49333,0.050194804763313644
56000,0.04953660629914505
62666,0.042034679890907534
69333,0.0388105553575822
76000,0.03422174465108914
82666,0.03208702406808494
89333,0.030548889117616412
96000,0.029231991323874284
102666,0.02879219113994389
109333,0.02657540012362519
116000,0.02519739108472165
122666,0.023818762536861205
129333,0.022504758540523914
136000,0.022114599346520592
142666,0.022277028358466646
149333,0.021864512669491635
155700,0.02320041864699328
