x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2
0.3204279247225074,0.13881795360309823,0.1946887081475206,0.21731299098500778,0.024566331467994,0.275971596416256,-0.10678287320859939,0.21092839727698914,-0.23413331748116145,0.036630389995399575,0.3213129812522238,0.43516367341416584
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.3204279247225074,0.13881795360309823,0.1946887081475206,0.21731299098500778,0.024566331467994,0.275971596416256,-0.10678287320859939,0.21092839727698914,-0.23413331748116145,0.036630389995399575,0.3213129812522238,0.43516367341416584
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.3204279247225074,0.13881795360309823,0.1946887081475206,0.21731299098500778,0.024566331467994,0.275971596416256,-0.10678287320859939,0.21092839727698914,-0.23413331748116145,0.036630389995399575,0.3213129812522238,0.43516367341416584
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.3204279247225074,0.13881795360309823,0.1946887081475206,0.21731299098500778,0.024566331467994,0.275971596416256,-0.10678287320859939,0.21092839727698914,-0.23413331748116145,0.036630389995399575,0.3213129812522238,0.43516367341416584
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.23535967281704193,-0.170208316054835,0.1407226981886947,-0.08296011742891557,0.17671042529568443,0.01308952860959603,0.17366324906688177,0.1330600754557068,0.10991303760686372,0.19636820990861936,0.23568303878494276,0.5152858006641421
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.23535967281704193,-0.170208316054835,0.1407226981886947,-0.08296011742891557,0.17671042529568443,0.01308952860959603,0.17366324906688177,0.1330600754557068,0.10991303760686372,0.19636820990861936,0.23568303878494276,0.5152858006641421
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.23535967281704193,-0.170208316054835,0.1407226981886947,-0.08296011742891557,0.17671042529568443,0.01308952860959603,0.17366324906688177,0.1330600754557068,0.10991303760686372,0.19636820990861936,0.23568303878494276,0.5152858006641421
0.3196926707731206,0.095967685214876,0.20419147079746025,0.26483093845765104,0.0639624265211946,0.2497773459711161,-0.10165243170044239,0.16951832750268758,-0.21097413976470825,0.07032936753235587,0.31976053258372394,0.4359260573614039
0.3204279247225074,0.13881795360309823,0.1946887081475206,0.21731299098500778,0.024566331467994,0.275971596416256,-0.10678287320859939,0.21092839727698914,-0.23413331748116145,0.036630389995399575,0.3213129812522238,0.43516367341416584
0.19620721571217375,-0.14907810906422592,0.005570103054804591,-0.15354486382223098,0.07386293730537609,-0.10418081017568873,0.11953303660480696,-0.010361341348954611,0.15128110772321812,0.08241972960054578,0.19672547979660182,0.5570572282022035
0.13720409807853678,-0.027607545733468467,-0.08546863192659893,-0.10371962283960441,-0.04049528558664439,-0.11412359594327223,0.030157931392816466,-0.09860224548848326,0.06699883118379305,-0.049678531684273046,0.13773859745522263,0.630229301257505
0.23535967281704193,-0.170208316054835,0.1407226981886947,-0.08296011742891557,0.17671042529568443,0.01308952860959603,0.17366324906688177,0.1330600754557068,0.10991303760686372,0.19636820990861936,0.23568303878494276,0.5152858006641421
0.4465694885169012,0.14581544423681292,-0.36859244973807204,-0.11618155086653331,-0.2916796219689465,-0.19252097172947596,-0.13057838471909805,-0.37735338667205387,0.06611788057185722,-0.29917078256657204,0.44694092098115273,0.3350177424268831
0.2618595795935848,-0.09772100770153959,0.1929484754748471,-0.02719258716182041,0.20894936028642422,0.10136363153083398,0.1103818703183607,0.15300543711103928,0.02833372815294763,0.24532659056824632,0.2622949475141285,0.49026674322219316
