step,hv,diffToOptimal
133,0.7504265475356778,0.24937693101289182
266,0.7514285348256097,0.24837494372295998
666,0.7732895220488737,0.22651395649969597
1333,0.8093290340126196,0.19047444453595008
2666,0.8625652594623319,0.1372382190862378
9333,0.9737458393279044,0.026057639220665285
16000,0.990051911874258,0.009751566674311651
22666,0.9938267094802073,0.005976769068362309
29333,0.9946460978595733,0.005157380688996405
36000,0.9947472913544556,0.005056187194114048
42666,0.9948036062239419,0.00499987232462773
49333,0.9948713498345582,0.004932128714011497
56000,0.9949160831748123,0.004887395373757375
62666,0.9949831256398175,0.004820352908752157
69333,0.9950253624096095,0.004778116138960176
76000,0.9950550530923892,0.004748425456180483
82666,0.9950590935498047,0.00474438499876495
89333,0.9950831802513637,0.004720298297205994
96000,0.9950866500307654,0.004716828517804306
102666,0.9950872649029752,0.004716213645594491
109333,0.9950920641281126,0.004711414420457083
116000,0.9950938339629355,0.004709644585634165
122666,0.9992356693943842,0.0005678091541854169
129333,0.9992785195205782,0.000524959027991434
136000,0.9992792791918265,0.0005241993567431935
142666,0.999279569336387,0.0005239092121827049
149333,0.9992796805881402,0.0005237979604294507
150300,0.9992796819382775,0.0005237966102921154
