x0,x1,f1,f2
1.059398050257121e-06,0.0,1.0,0.0
0.08146295335072848,0.0,0.28077533922499853,0.9211652088830871
0.0424351916579444,0.0,0.8850791122428843,0.21663496507134783
0.06732921545075317,0.0,0.42107160463959936,0.8226987037662329
0.06261892955074574,0.0,0.5132299747231598,0.7365949930456648
0.09472728617243792,0.0,0.4045071699882249,0.8363739494281173
0.051233246854427206,0.0,0.7478317542595256,0.4407476673211205
0.05808909944066819,0.0,0.6089547524637533,0.629174109451809
0.2303521632077044,0.0,0.7388494854839355,0.4541014378001238
0.09971997815375586,0.0,0.49830997724268355,0.7516871665803961
0.2787074990270563,0.0,0.8699479998670179,0.2431904775273751
0.05746074868528336,0.0,0.6222700657648403,0.6127799652530213
0.061645445059990686,0.0,0.5335349903439115,0.7153404140787223
0.0666052330752119,0.0,0.4343465427350287,0.8113430808141279
0.07723886536255281,0.0,0.29434845373395324,0.9133589877844308
0.05960745740331428,0.0,0.5766646379886502,0.667457895293419
0.08694331127881932,0.0,0.3034912681690872,0.9078930501451192
0.2203499458492901,0.0,0.8461460326021433,0.2840368915116527
0.10801693669919803,0.0,0.6692493120909238,0.5521053582658253
0.08993134904214914,0.0,0.33385569655886227,0.8885403738751969
0.12286274564305569,0.0,0.9035433175356138,0.18360947333673694
0.23663181972577485,0.0,0.6798821800945657,0.5377602211898606
0.21570125832927678,0.0,0.8908766348093367,0.20633882155079186
0.06010388325574559,0.0,0.5661123665747547,0.6795167884111306
0.07123314720502424,0.0,0.3574884920933087,0.8722019780208523
0.2526590993488998,0.0,0.6387468981545843,0.5920024000978972
0.05074446140694838,0.0,0.7569077072062986,0.4270907227717041
0.04713410228542668,0.0,0.8190225970508267,0.32920198552011914
0.10233639977257036,0.0,0.551923072883668,0.6953809216186493
0.048809003097124826,0.0,0.7913397844077696,0.37378134561346466
0.09744422289833142,0.0,0.4536908283541503,0.7941646322673249
0.04984934477234612,0.0,0.7731408345471991,0.4022532499556606
0.039294511186452385,0.0,0.9193207998268365,0.15484926700574575
0.11040525802589979,0.0,0.7161421876664085,0.4871403670443706
0.10914206234899614,0.0,0.6916364934150037,0.5216389609765977
0.08881108394286866,0.0,0.3211024033677432,0.8968932465514592
0.23982844286175542,0.0,0.6570863240658773,0.5682375627255929
0.06034490902749316,0.0,0.5609961210537571,0.6852833521626384
0.22773922185325474,0.0,0.7667006981386766,0.41217003947366593
0.11579567558054993,0.0,0.8107054995786176,0.3427565929529841
0.08830533222076672,0.0,0.31587203310567014,0.9002248587016904
0.21145841089341233,0.0,0.9251212285390215,0.14415071250645162
0.22596031996209387,0.0,0.7860801354151637,0.38207802070567787
0.10959698221288061,0.0,0.7005445917901227,0.5092372749136103
0.2630587482323582,0.0,0.7094189260591558,0.496724787349074
0.13816804716587483,0.0,0.9896682201691904,0.020556813987146816
0.09381290758822157,0.0,0.3892585353150849,0.8484777926843547
0.0924373496472016,0.0,0.3677895778830078,0.8647308264006389
0.05929905884876759,0.0,0.5832259731432939,0.6598474642510578
0.06213776705739947,0.0,0.523232399015891,0.7262278566200754
0.06870743763136664,0.0,0.3969744824065502,0.8424112603180516
0.24176697431161148,0.0,0.6464076371662664,0.5821571666131246
0.11879841470878405,0.0,0.8547823694416218,0.26934710089176683
0.12362384759663812,0.0,0.9112797367336556,0.16956924141863938
0.37449295628011403,0.0,0.9736242504035465,0.05205581902613221
0.20648172830436667,0.0,0.9559427402272433,0.08617347740682912
0.1357029699317047,0.0,0.9837248888447917,0.03228534306730224
0.047855323698832664,0.0,0.8073546835272065,0.3481784149866842
0.037560293333937234,0.0,0.9349149830355424,0.12593397449565136
0.1043699009670157,0.0,0.5942806425798468,0.6468305178548843
0.0610796116124034,0.0,0.5454460631006539,0.7024885922479975
0.43182478962883547,0.0,0.8613247434285436,0.2581196863577535
0.09833306703645811,0.0,0.4708166081006906,0.7783317215365607
0.2553871452450401,0.0,0.6509486495837671,0.5762658556050699
0.050497246001367145,2.327996538856494e-17,0.7614421068605661,0.4211933084868403
0.058991758426380575,0.0,0.5897651446521658,0.65217707415341
0.06614784862044189,0.0,0.4429305223915765,0.8038125523339251
0.0723852931759894,0.0,0.34178182138543733,0.883185186570453
