step,igd
133,0.2335344450271261
266,0.2335344450271261
666,0.19573383286078602
1333,0.21646007855851845
2666,0.1475812830789277
9333,0.08350784687796824
16000,0.06930790119204237
22666,0.05107873556442722
29333,0.050397735091750315
36000,0.05059979014176769
42666,0.05062071367011187
49333,0.05003347726079655
56000,0.04964102740134639
62666,0.048335478411003316
69333,0.04805231344404655
76000,0.04801096444461885
82666,0.04692084700483527
89333,0.046664510608974766
96000,0.04657821022734024
102666,0.046636944913170886
109333,0.04644844168854246
116000,0.046360640331982374
122666,0.045886663069551234
129333,0.04581994160854046
136000,0.04472203794243763
142666,0.04463482506108077
149333,0.04463110238165638
156000,0.044608901514897374
156000,0.044608901514897374
