x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2
1.000310945187266e-13,1.315152234289029e-08,3.095870963538795e-09,2.551700803759641e-08,1.1107954489075683e-09,1.374514512726102e-08,1.105097059607755e-09,2.3435351707090396e-08,1.3690057374271044e-09,2.0483036325485376e-09,1.000310945187266e-13,0.9999997683011598
0.999998212878169,3.372369910733304e-10,7.446468664148435e-11,6.509990647699267e-08,1.20005144159e-09,1.6211186824605432e-10,5.898514221931578e-09,1.1480658787489654e-10,4.90260164851982e-10,5.112052591838096e-09,0.999998212878169,9.328060530073371e-07
0.33780762898698324,6.33134460173336e-09,4.55928526814943e-07,2.97498934117023e-08,1.652685404975162e-08,7.976760080384312e-09,2.8498933709034192e-08,1.7714471418639216e-10,4.20331135513126e-08,1.6596976434519116e-08,0.33780762898698324,0.4187882218438769
0.30993918466326936,3.2640568348752137e-11,2.9480898699634257e-09,1.609032364588413e-09,8.415652314780415e-09,1.055075106345171e-09,4.991498432213558e-09,1.7033120449695046e-08,4.709704087290493e-08,8.71923295011233e-10,0.30993918466326936,0.44327824083708556
0.1335359304331555,1.491086944381525e-09,1.919153517613868e-08,4.8566876529059413e-08,3.795163403794855e-09,1.1883209130669564e-08,2.464243737732136e-10,5.145871567998252e-09,1.620476801218847e-10,2.327977218565333e-10,0.1335359304331555,0.6345743902684388
0.24276842700923212,6.010649139560343e-09,4.009985169211095e-08,4.062208699424784e-09,1.403727851790539e-09,8.666166892847544e-07,9.10666401496368e-09,2.957825629762999e-10,1.6938917792658535e-09,6.899552056797733e-10,0.24276842700923212,0.5072853398273801
0.2835807252298489,6.047640489214093e-09,4.730568287669935e-08,1.2757356778839262e-09,3.794539633858035e-10,7.963265055622366e-09,8.415752216441592e-08,9.764131138413011e-12,7.112072181546743e-09,1.64048699123431e-08,0.2835807252298489,0.4674771442762987
0.7894852071676467,2.977874251172723e-08,3.0846607892924102e-09,0.00023582627028855387,4.116212410451986e-07,1.5990295929860935e-09,7.30377452535104e-08,1.0917686730330215e-08,1.9019100772139193e-09,1.1828870632347963e-08,0.7894852071676467,0.11160156438726664
0.23200623801590692,6.0690652536410106e-09,1.0254239452340805e-08,1.96639190323846e-09,4.2879943279867973e-10,9.293820145145686e-11,5.814362451699102e-09,8.517056404567805e-10,1.762741218758879e-09,3.3824955272822427e-09,0.23200623801590692,0.5183297646517395
0.05804633018539859,6.707141388359912e-09,3.0346593337845503e-09,4.936796270733388e-08,2.3193433743133133e-08,1.041844334518933e-07,1.1798661483326462e-08,2.2818206558203084e-09,1.276846258920509e-06,7.707474454173206e-09,0.05804633018539859,0.7590732460312994
