step,igd
133,0.25518001008505475
266,0.20066565798877586
666,0.17708779366748714
1333,0.13373077255563307
2666,0.08735372719455216
9333,0.052250323771532735
16000,0.037017402278662494
22666,0.03224926294144652
29333,0.027434241884117267
36000,0.02403807761776346
42666,0.02313612295944576
49333,0.0218839115014124
56000,0.020612090435414298
62666,0.01929394276501779
69333,0.019601470165715975
76000,0.017057405924427914
82666,0.016058450603010123
89333,0.014963309358306537
96000,0.015030507015069798
102666,0.01190210725056468
109333,0.012609833884200415
116000,0.012087123176518121
122666,0.012861914292727525
129333,0.01272145703392693
136000,0.013102624879533594
142666,0.012380217749479356
149333,0.012449599477098432
156000,0.01231326578198666
156000,0.01231326578198666
