step,hv,diffToOptimal
133,0.4840364679189069,0.01080924940878647
266,0.4861805069939774,0.008665210333715978
666,0.4917195465623807,0.003126170765312686
1333,0.49277298454965046,0.0020727327780429294
2666,0.4938717531803506,0.0009739641473427985
9333,0.49418806712067676,0.0006576502070166357
16000,0.4947497373479883,9.597997970506311e-05
22666,0.4948091966887757,3.652063891768087e-05
29333,0.49483796890418263,7.748423510756108e-06
36000,0.49484237486589105,3.342461802335883e-06
42666,0.4948669021241441,2.11847964506906e-05
49333,0.494888756804719,4.3039477025608175e-05
56000,0.4948930814352406,4.736410754718756e-05
62666,0.49489594748298416,5.023015529076469e-05
69333,0.49489657588895003,5.0858561256639234e-05
76000,0.49489967681142405,5.395948373065895e-05
82666,0.4949001672326469,5.4449904953512984e-05
89333,0.49490214874953364,5.643142184025285e-05
96000,0.4949024103330383,5.669300534488775e-05
102666,0.49490410570443477,5.838837674138064e-05
109333,0.4949040255302776,5.830820258423408e-05
116000,0.49490509945678746,5.938212909406548e-05
122666,0.4949052326050594,5.951527736602902e-05
129333,0.49490576349625787,6.004616856447598e-05
136000,0.4949040341329251,5.831680523171734e-05
142666,0.49490473173192573,5.901440423233817e-05
149333,0.4949060342661482,6.031693845481856e-05
156000,0.4949068060703245,6.10887426311102e-05
156000,0.4949068060703245,6.10887426311102e-05
